ID,LabelIdx,AreaName,Experiment,ObjectSlide,Cellline,Replicate,Staining,Condition,Section,NucMaskSum,Tuj1MaskSum,MAP2MaskSum,THMaskSum,Tuj1ByNuc,MAP2ByNuc,THByNuc,NucMaskHigh,NucMaskAlive,THFragmentation,SkelTH,Nodes,Links,THPercent,THByTuj1,THByMap2,THByNucAlive,Tuj1ByNucAlive,MAP2ByNucAlive,NucAliveByNuc,NucDeadByNuc
14_22,22,T129_CTRL,TOX14,1,T129,1,180702,CTRL,Border,19290327,29935480,17834141,10560448,1.551838909,0.924512114,0.547447848,9460630,9829697,0.404432558,411727,24953,51238,50.16816143,0.352773632,0.592147836,1.074341152,3.045412285,1.814312384,0.509566116,0.490433884
14_23,23,K7_CTRL,TOX14,1,K7,1,180702,CTRL,Border,10868836,32840371,22624848,15680106,3.02151684,2.081625668,1.442666538,4014174,6854662,0.341363828,529423,28977,58087,73.50835322,0.477464338,0.693048015,2.287509727,4.790954098,3.300651148,0.630671214,0.369328786
14_24,1,TOX14_K7_Rep2_6OHDA_Center,TOX14,3,K7,2,190119,6OHDA,Center,25420937,34571554,29414444,15776575,1.359963797,1.157095193,0.620613434,16693994,8726943,0.342140293,467634,28422,57279,52.10012728,0.456345555,0.53635469,1.807800853,3.961473565,3.370532385,0.343297456,0.656702544
14_25,2,TOX14_K7_Rep2_CTRL_NAC_Center,TOX14,3,K7,2,190119,CTRL_NAC,Center,22758033,32365420,17896002,23245847,1.422153663,0.786359788,1.021434805,16058577,6699456,0.282545351,861454,36530,75439,65.93291405,0.71823097,1.298940791,3.469811131,4.831051954,2.671261965,0.294377638,0.705622362
14_26,3,TOX14_K7_Rep2_CTRL_Center,TOX14,3,K7,2,190119,CTRL,Center,14888339,27085493,17954478,19746928,1.819242093,1.205942315,1.326335194,10698440,4189899,0.282105551,651558,32026,67449,69.62209302,0.729059205,1.099833033,4.712984251,6.464473965,4.285181576,0.281421521,0.718578479
14_27,4,TOX14_K7_Rep2_6OHDA_Border,TOX14,3,K7,2,190119,6OHDA,Border,2444847,18738985,7531370,2145960,7.664686175,3.080507696,0.877748178,563075,1881772,0.356002908,75950,3995,8255,52.65438787,0.114518476,0.284936207,1.140393204,9.958159118,4.002275515,0.769689064,0.230310936
14_28,5,TOX14_K7_Rep2_CTRL_NAC_Border,TOX14,3,K7,2,190119,CTRL_NAC,Border,17198629,42105367,19499889,23384796,2.448181596,1.133804852,1.359689543,5758462,11440167,0.350072115,862544,46320,93376,76.7961165,0.555387535,1.199227134,2.044095685,3.680485346,1.704510869,0.665179009,0.334820991
14_29,6,TOX14_K7_Rep2_CTRL_Border,TOX14,3,K7,2,190119,CTRL,Border,9399177,25178539,14286855,14650500,2.678802516,1.520011273,1.558700299,3562712,5836465,0.356345039,504339,27919,57056,90.87048832,0.581864579,1.025453118,2.510166685,4.314004967,2.447860991,0.620954898,0.379045102
14_31,3,TOX14_T129_Rep2_6OHDA_Center,TOX14,3,T129,2,190119,6OHDA,Center,19249681,30417956,16748054,8799761,1.580179744,0.870043197,0.457138017,4292816,14956865,0.405028955,407416,23207,49288,44.28571429,0.289294948,0.525419908,0.588342611,2.033712011,1.119756981,0.776992876,0.223007124
14_33,5,TOX14_T129_Rep2_CTRL_NAC_Center,TOX14,3,T129,2,190119,CTRL_NAC,Center,8944609,29003255,12401909,2599029,3.242540283,1.386523324,0.290569325,2344184,6600425,0.359384216,106310,5207,11158,30.48411498,0.089611632,0.20956685,0.393766917,4.394149619,1.878956128,0.737922138,0.262077862
